title,content,type,aspect
5,"nôi dung tạm ổn, có vài điểm nhấn",0,other
1,"Mua hàng chứ có đi xin đâu mà gói hàng thấy ghê, đặt 10 cuốn thì nhăn nheo hết 8",0,other
4,"Cảng đọc càng lú, có lé không hợp với mình",0,other
5,còn trầy,0,other
3,Sách bị hiện tượng va đập,0,other
4,Một cuốn sách thú vị :),0,other
4,"nội dung dễ hiểu, dẫn chứng từ trải nghiệm của người viết",0,other
4,Về nội dung mình chỉ cho 3/5 thôi . còn về sách thì không có gì để chê,0,other
1,"sách thiếu 16 trang, từ trang 289 đến 304",0,other
3,"Nội dung hữu ích, tuy nhiên sách tài chính mà người dịch không có chuyên môn lắm.",0,other
3,Chán chả buồn nói. Không có tâm gì cả,0,other
4,Đóng hàng cẩn thận hơn nha đi ạ,0,other
1,Nội dung đọc xong không hiểu gì,0,other
5,Sách lỗi trắng trang mất nội dung ko đọc được,0,other
5,"nội dung ổn, dịch chán.",0,other
1,"2 đầu góc sách bị nhăn do gói hàng không kỹ, cực kỳ thất vọng",0,other
4,Sávh khá ổn!,0,other
4,Dễ hiểu,0,other
2,"Sách k được bọc nilon nhỉ, thấy bt quá",0,other
3,Nội dung hữu ích Cuốn sách có khá nhiều lỗi chính tả và nhiều chỗ dịch khá khó hiểu.,0,other
4,Dịch thuật còn cùi lắm.,0,other
1,"sách dịch cực tệ, đọc rất khó hiểu",0,other
2,Không thực sự đặc sắc và có chiều sâu. Đọc tam được,0,other
4,Bìa bị bẩn và sống sách bị gãy ?,0,other
4,Sách bị gãy 1 góc,0,other
2,"đóng hàng sơ sài, sách bị mốp và gãy góc ở nhiều chổ",0,other
1,Ko bọc màng chống sốc nên bị móp ở nhiều chỗ,0,other
4,"Sách viết sơ sài, phân tích không thuyết phục",0,other
4,Hơi khó hiểu đối với mình,0,other
3,bìa xước nhiều quá huhuhuhuhu,0,other
4,Sách bị móp ở góc trên và dưới,0,other
3,nội dung sách được. mình thích nó,0,other
5,hơi khó hiểu so với sách tiếng Anh,0,other
3,sách bị quăn góc.,0,other
3,"k có seal sách, k có bookmark",0,other
4,Sản phẩm ok,0,other
4,"Sách không mang tính học thuật, đọc để biết thêm!",0,other
2,sách bọc k kĩ. bị rách góc và nhăn sách,0,other
5,có vài trang bị in lỗi,0,other
4,7.5/10 điểm,0,other
4,sách ahy,0,other
4,hài lòng về sản phẩm.,0,other
4,sản phẩm ok,0,other
2,Không có gì đặc biệt về sản phẩm,0,other
4,Tuyệt vời !,0,other
4,Ok phết,0,other
1,Phân tích rất khó tiếp thu.,0,other
2,sách viết tương đối khó hiểu,0,other
3,đang đọc.,0,other
5,"Mình đã theo dõi cách ăn uống của chị Jessie Inchauspé trên YouTube từ rất lâu rồi và đã làm theo 10 mẹo để giảm lượng đường trong máu và chống việc bị kháng insulin, kể cả khi mình không bị tiểu đường. Bên cạnh đó, mình chơi thể thao và áp dụng cách này giúp mình giảm mỡ và xây dựng cơ thể của một vận động viên đúng nghĩa. Thu gọn",0,other
5,Kiến thức bổ ích,0,other
5,"Sách có diễn giải cụ thể, dễ hiểu. Đáng đọc.",0,other
5,"sách nhìn sạch sẽ, chữ in rõ nét, bìa thiết kế chỉnh chu",0,other
5,Rất đáng đọc nha các b siêu chữa lành huhu,0,other
5,câu chuyện ý nghĩa. nó đang giúp tôi mỗi ngày,0,other
5,Nội dung rất đáng để đọc nhé,0,other
5,"Nếu bạn đã từng tìm hiểu về Tỉnh thức, về đạo Phật, đã từng tìm hiểu về cái tôi, đã từng bị ""khổ"" mà khó khăn thoát ra, hãy đọc thêm cuốn này nhé. Cảm ơn tác giả rất nhiều.",0,other
5,"Đang lúc chơi vơi thì gặp được cuốn sách của tác giả mình yêu thích. Hào hứng đọc ngay, đọc luôn và order thêm để tặng những ngừoi bạn mà mình yêu mến",0,other
5,Cám ơn Mae,0,other
5,rất ổn không bị bóp méo gì,0,other
5,"Nội dung thực tế, viết dễ hiểu",0,other
5,"Nội dung dễ hiểu, ví dụ thực tế, đáng đọc ạ",0,other
5,Sách gói cẩn thận cảm ơn nhà sách,0,other
4,"Sách bị xước nhiều quá ,hi vọng lần sau shop cẩn thận hơn",0,other
2,Sách dở không đáng để xem,0,other
5,"Giấy ngã vàng dễ đọc, sách dày",0,other
5,"một chiến lược đầu tư tập trung cao độ, nhà đầu tư chỉ mua duy nhất một mã cổ phiếu hoặc chứng khoán vào một thời điểm nào đó. Nhiều người tin vào triết lý, càng nhiều lựa chọn thì càng dễ mắc sai, có. Xem thêm",0,other
5,"Nội dung sách rất bổ ích đối với mình, giúp mình hiểu ra cách để đối mặt và vượt qua những rào cản, trở ngại tinh thần, học cách mạnh mẽ và trưởng thành từ bên trong.",0,other
5,"Đã nhận được sách, rất hài lòng về sự chỉn chu từ TiKi. Biết ơn vì sự chỉn chu này",0,other
5,"Cuốn sách đáng đọc nhất dành cho tất cả mọi người, giúp trưởng thành tinh thần",0,other
5,"Tâm lý học dễ hiểu cho cả người không chuyên để hiểu mình, hiểu đời hơn.",0,other
5,Một quyển sách tuyệt vời về tình yêu,0,other
5,Cuốn sách rất đáng đọc,0,other
5,Một cuốn sách dành cho những bạn học Tâm lý trị liệu.,0,other
5,nội dung sách rất sâu sắc,0,other
5,Nghe review trên Better version nên mua đọc thử,0,other
5,Ò ó o o… chạc chạc chạc,0,other
5,Great book to read,0,other
1,Mình mua gói bookcare mà sao lần này sách ko dc bọc cẩn thận vậy,0,other
5,Tuyệt vời hơn nữa! Khi có quyển sách quý này trong tay mình. Cảm ơn Tiki trading rất nhiều!,0,other
5,Ok. Mua hơi sớm tí.,0,other
5,Mình tìm mua vì trong quyển sách NÓI MỘT CÁCH ĐƠN GIẢN có đề cập đến. Mình tin là sách sẽ có nhiều kiến thức bổ ích.,0,other
5,5 sao nhé sách tuyệt vời lm ạ,0,other
5,rất ổn nha mọi ngưởi,0,other
5,ok tot,0,other
5,"4,5 sao",0,other
5,"Good, well-organized book",0,other
5,Rất tuyệt vời!,0,other
2,"Sách bị gấp, rách, nhăn nheo. Mình khi mua và đọc sách thì giữ rất kĩ nên gặp tình trạng này khá khó chịu",0,other
3,Không biết có phải lỗi sai chứ không,0,other
3,"sách k có bao bọc, còn bị dơ nữa",0,other
1,"Ủa alo, 208 nhảy đến 225 là sao",0,other
3,Sách đọc hơi khá hiểu. K cuốn hút,0,other
4,Nội dung diễn dịch còn một số chỗ mơ hồ và loạn ngữ pháp. Mong sẽ có bản vá để đọc lôi cuốn và đi vào lòng người hơn !,0,other
5,Đây thật sự là cuốn sách mình muốn đọc mà đó giờ ko biết tìm ntn.,0,other
5,sách bị rách mất 2 trang :( nội dung rất hữu ích,0,other
5,Sách rất ok,0,other
5,bọc rất ok sách không bị nhàu,0,other
5,hình ảnh mang tính chất nhận xu. sách sử dụng rất hữu ích,0,other
5,Sách kết hợp với việc vừa xem vừa thực hành khá dễ hiểu .,0,other
5,Khá bổ ích,0,other
5,Đọc dễ hiểu do có hình minh họa,0,other
5,Sách rất nhiều chữ,0,other
5,sách hữu ích,0,other
5,Vượt qua mong đợi,0,other
5,Quá tuyệt vời,0,other
4,sách nhỏ nhắn xinh xắn,0,other
5,Kiến thức rất bổ ích,0,other
5,Nội dung sách bồ ích,0,other
5,thú vị,0,other
5,Sách oke,0,other
3,"Có có túi bọc gì, chỉ có cuốn sách không",0,other
5,"Mình gacha ra cuốn có chữ ký, mình rất vui",0,other
5,"Bao bì chống sốc bên ngoài có hộp đựng, gọn gàng, mình rất ưng ý.",0,other
5,"Minh hoạ ok, kiến thức chắt lọc, sách rất phù hợp cho beginner ah",0,other
1,"Sách nội dung tệ quâ, mọi người cân nhắc khi mua.",0,other
1,Đặt bookcare mà không có,0,other
5,Màu sắc tranh truyện in sắc nét. Không có mùo giấy. Muốn mua hết các bộ mà sợ bé không hợp tác,0,other
5,"Nội dung bố ích, viết dễ hiểu. Cảm ơn tác giả và tiki",0,other
5,Đọc mấy trang đầu thấy khá OK,0,other
5,giúp ích cho tôi,0,other
5,Huu ivh,0,other
3,Đơn tiki nay ko đóng hộp giấy nên bị thủng rách góc sách,0,other
3,nội dung sách hơi bị lan man.,0,other
5,Quyển sách Tư duy phản biện của tác giả Albert Rutherford là một tài liệu hữu ích cho những ai muốn nâng cao khả năng suy luận và phân tích vấn đề. Tác giả đã trình bày rõ ràng các khái niệm cơ bản về. Xem thêm,0,other
5,I love it,0,other
5,"Cuốn sách đưa ra những mẫu nhận thức giúp bạn tham khảo để tư duy 1 vấn đề, 1 vài lời khuyên.",0,other
5,"Nên mua ạ. Chữ rõ ràng, mực không bị nhoè, nội dung bổ ích",0,other
5,"Bạn sẽ mua sách ngay bây giờ hoặc là sẽ không bao giờ mua sách. Mua ngay đi, Đừng nghĩ nữa.",0,other
5,"Sách khá nhỏ, nội dung chi tiết cô đọng không rườm rà, rất đáng để đọc",0,other
5,Tất cả đều ok,0,other
5,sách okela nhé mn. vừa nhận chụp luôn nên mk ko review được nội dung đâu hehe,0,other
5,"Mình rất hài lòng về sản phẩm, rất tuyệt vời, cám ơn shop, cám ơn tiki, sẽ đọc cuốn này",0,other
5,"Nội dung sách dở, mặc dù tiêu đề bìa sách lôi cuốn.",0,other
5,"Nội dung sách dễ hiểu, đọc có thể tiếp thu đc nhiều thứ, rèn luyện tư duy phản biện có hiệu quả",0,other
5,bổ ích,0,other
5,Sách self help giúp tư duy một cách logic tận gốc của vấn đề,0,other
5,Uy tín,0,other
5,Rất bổ ích,0,other
5,Góc nhìn đa chiều,0,other
5,Hài lòng. Sách gói cẩn thận,0,other
5,Sách không có seal =(( May mà hộp không móp méo gì không thì mình khóc chết,0,other
5,"sách hời dàn trải, cần 1 cuốn cầm tay chỉ việc",0,other
5,Vừa đặt hôm qua nay đã có,0,other
5,Nên rèn tư duy,0,other
5,Sách bổ ích nhỏ gọn dễ mang bên mình để đọc những lúc rảnh rỗi,0,other
5,tập đưa những lý thuyết mà sách đưa ra áp dụng vào đời sống thì suy nghĩ của mình được trưởng thành lên 1 bậc đấy mọi người.,0,other
5,Sách đang đọc được 50% Từ ngữ hơi trừu tượng các bác ạ :((,0,other
5,Nhỏ gọn dễ mang theo,0,other
5,Truyện đến tay mình thì có vẻ hơi bị trầy ;-;,0,other
5,Sách tạm ổn. Đọc thấy đầu óc mở mang thêm.,0,other
5,Đọc sách nâng cao trí tuệ nè,0,other
5,Sách bổ ích,0,other
5,Sách được nhma fodngs gói sơ sài quá hazz,0,other
5,"sách mỏng, nội dung tạm ổn",0,other
5,Hàng tất là ok,0,other
5,10 d 10,0,other
5,Good book,0,other
5,"Sách ok, cần thực hành theo nhiều",0,other
5,"sách không bị xước, rách",0,other
5,Trình bày bố cục dễ hiểu. Sách nhỏ gọn dễ mang đi.,0,other
5,bé hơn t nghĩ:)),0,other
5,sách sịn lúm ạ,0,other
5,"Sách mua tặng bạn, bạn mình nhận xét là đọc khá ổn",0,other
5,Mọi người nên mua vì nói nhiều thứ để mình học hỏi,0,other
5,"Sách nhỏ hơn mình tưởng, cơ mà bị thích cách trình bày, ý là nội dung sách",0,other
5,sách có nội dung rất hấp dẫn,0,other
5,Tuyet voi.,0,other
5,đọc xong để ngẫm mk phản biện ntn,0,other
5,"hãy, nên đọc để phát triển tư duy, nhận thức",0,other
5,Cần đọc nhiều lần để hiểu hơn,0,other
5,Rất oke,0,other
5,sách có nội dung về kĩ năng mềm vô cùng cần thiết cho gen Z,0,other
5,Siêu nhanh,0,other
5,"sách self help, đọc tham khảo",0,other
5,Bổ ochs,0,other
5,Chuan sach,0,other
5,sách ok lắm nha mọi người,0,other
5,sách không có màng bọc chống sước,0,other
5,rất đỉnh luôn ạ cảm ơn shop rất nhiều,0,other
5,Ờ dậy đó,0,other
5,sách bọc kĩ kh bị gì hết ạ,0,other
5,rất bổ ích,0,other
5,Sách vừa = 1 gang bàn tay nhé,0,other
5,Mọi thứ ok,0,other
5,khó hiểu lắm,0,other
5,sp tot,0,other
5,Đóng gọi hơi tệ,0,other
5,K có bọc sách bên ngoài,0,other
5,Sách có góc nhìn đa chiều.,0,other
5,нач нач,0,other
5,sach huu ich,0,other
5,hàng chuẩn,0,other
5,rất bổ ích.,0,other
5,Nội dung ok,0,other
5,Sách rất giúp ít cho bản thân,0,other
5,rất biết ơn,0,other
5,học hỏi được nhiều điều từ sách,0,other
5,nên bọc kĩ hơn nha,0,other
4,Cải thiện khả năng tư duy ngôn ngữ,0,other
5,sách tuyệt vời,0,other
5,"sách hơi nhỏ vs mỏng hơn kỳ vọng, đang đọc",0,other
5,"Bọc sách cẩn thận , cảm ơn shop",0,other
5,sách không thực tế lắm. đọc cho biết,0,other
5,"Đã nhận sách, thấy hài lòng",0,other
5,Sản phẩm rất oke nha mọi người.,0,other
5,sách ok nha mn,0,other
5,Mình khá thích cuốn này,0,other
5,vì nó giúp t,0,other
5,Nói chung rất oke,0,other
5,Can doc,0,other
5,Giúp thấu hiểu chính mình,0,other
5,không gấp bìa,0,other
5,ok men,0,other
5,Tạm ổn,0,other
5,quá đã,0,other
5,đã nhận sách,0,other
5,Mãi iu,0,other
5,"thấy chung chung, đọc k hấp dẫn lắm",0,other
5,oke nha,0,other
5,nên mua để đọc,0,other
5,sách chuẩn,0,other
5,đáng đọc,0,other
5,khá ok,0,other
5,Cungz đc,0,other
5,Sách bổ ích nha,0,other
5,Sách chuẩn,0,other
5,Rất đáng đọc,0,other
5,ok nhé shop,0,other
5,Ok la,0,other
5,Nội dung oke,0,other
5,Bìa hơi xước,0,other
5,sách rất bổ ích,0,other
5,ok shop,0,other
5,y bài,0,other
5,Ok good,0,other
5,cực kì hài lòng,0,other
5,10 điểm,0,other
5,ok good,0,other
5,Hàng Ok,0,other
5,rất hài lòng sản phẩm của shop,0,other
5,Rất hài lòng. Cảm ơn tiki,0,other
5,Hàng ok!,0,other
1,Sách bị súc hết keo toàn bộ sách,0,other
4,"nội dung thì có vấn đề gì chỉ là phần câu hỏi cho người đọc để phần giấy nhiều quá, sách đã mỏng rồi còn toàn giấy trắng tính nội dung chả bao nhiêu.",0,other
4,"mở ra mà sốc ngang luôn á trời , sách không bao gì luôn , cứ vậy mà bỏ vô hộp , trầy trụa tùm lum",0,other
3,"Sản phẩm không được bọc kĩ, dính bụi, vết bẩn, bìa sách nhăn ít chỗ",0,other
1,"Gói sách ko cẩn thận, nhận đc sách bị nhăn, xước bìa, bụi bẩn",0,other
4,Thích. Đào sâu tâm lý đa chiều. Rất thú vị,0,other
4,Bìa sách bị nhăn với bị lỗ gì í mình không hài lòng lắm,0,other
1,bị bóc seal :) hơi thất vọng,0,other
4,Sách hơi dơ xíu,0,other
3,nó cứ sao sao í mks nghĩ nó dầy lắm mỏng bé lần mua sách ko ưng lắm,0,other
4,"Nội dung hấp dẫn,",0,other
4,"Sách gói ko được kỹ, ko bọc j cả chỉ cho vào hộp dẫn đến tình trạng gấp mép giấy",0,other
4,vì ko có bao sách nên bìa bị xước ạ TT,0,other
3,Nội dung khá chung chung. Không có nhiều điểm nhấn. Đọc xong trôi toẹt hết.,0,other
5,sách hơi bị sước và còn k được bọc gì ngoài mỗi hộp bên ngoài,0,other
4,"Không bọc chống sốc, sướt bìa",0,other
1,Cấn Trầy Tùm Lum. Cuốn Này Là Cuốn Cuối Cùng,0,other
4,"Sách không bọc, dễ bị móp",0,other
1,Sước hết sách luôn chán:),0,other
3,Sách không đến nổi xuất sắc,0,other
3,"Sách nội dung hơi trừu tượng, chắc giành cho ai thích khoa học nghiên cứu về não bộ",0,other
1,Sách bị thiếu trang ở phần cuối,0,other
3,không gói bọc gì cả cứ vậy bỏ vào hộp làm phần đầu sách bị nhăn.,0,other
4,mặt sách xước,0,other
3,sách hơi khó đọc nhé mọi người,0,other
3,Sách không có ý tưởng gì. Viết kiểu bôi ra chữ cho đủ.,0,other
2,gói k cẩn thận méo quăn hết sách,0,other
4,không có bookcare gì nên sách bị xước với móp,0,other
1,Nội dung sách không giống tiêu đề lắm,0,other
4,trừ 1 sao vì gói hàng không chống sốc,0,other
1,"Nội dung quá ít, ko rõ ràng. Thêm vào quá nhiều trang trắng.",0,other
2,Nội dung sách quá lan man. Rất khác so với tiêu đề. Mình cảm thấy không nên mua nó.,0,other
1,Cửa hàng làm ăn thất tín quá. K tin nổi luôn Á,0,other
3,gói hàng không cẩn thận..,0,other
1,"Sách dở, giấy dổm dễ sợ.?",0,other
4,"Sách k có bọc bên ngoài nên bìa bị trầy xước, may bên trong k sao.",0,other
3,chắc phải đọc rất nhiều lần.,0,other
4,Trừ do dodng gói,0,other
4,Rất ok,0,other
4,sách bị bẩn nha,0,other
3,sách bị xước không dc bọc kỹ,0,other
4,Không có bọc sách còn mọi thứ đều ok,0,other
2,"Nội dung không sâu, hời hợt. Dịch thuật có sạn…",0,other
1,Bìa sách bị xước rất nhiều vết,0,other
4,Sách ko bọc ninong x 4 sao,0,other
4,sách bị xước quá nhìu:(,0,other
3,Sách viết lang man không hiểu được,0,other
3,"Nội dung chung chung, không phân tích sâu",0,other
4,Sách khá là mỏng. Nội dung không đặc sắc lắm.,0,other
3,"sách bị bung , bẩn và ko có bọc bảo vệ",0,other
5,cho 4 sao vì sách bung lề,0,other
3,"bìa sách khá ""bẩn"" đấy nhé",0,other
2,"mép sách bị cong,khi sách về vẫn còn bụi bẩn",0,other
5,:) đọc khó hiểu vaiz :) rối cả não lên,0,other
4,"Sách không có seal bọc, bị bụi bẩn",0,other
3,Nội dung mình thấy lang mang lắm,0,other
5,"nội dung không chi tiết, chung chung",0,other
4,"bìa sách của m bị bẩn, trầy xước.",0,other
3,"hàng đến chậm, chờ rất lâu để nhận đc hàng",0,other
3,"Hài lòng. ,",0,other
3,"Sách ko bọc, nhiều bụi bẩn",0,other
5,Sách khá hữu ít.,0,other
2,"sách đọc hơi khó hiểu, ý chung chung",0,other
5,Không phù hợp với bản thân,0,other
2,"sách trang in đậm, trang in nhạt rất khó đọc.",0,other
2,Hơi khó hiểu quá .,0,other
4,nội dung ko quá xuất sắc,0,other
3,Tạm đc jdjrjrjrjrjrb,0,other
3,Sách bị xước.,0,other
4,Nội dung lang mang. Đọc chán ví dụ xa vời,0,other
4,sách ko bọc nốt,0,other
5,Bọc hàng kh kỹ,0,other
3,sản phẩm ok ?,0,other
4,Góc sách bị lỗi,0,other
4,Sách trầy nhiều,0,other
4,Tuy duy não bộ,0,other
3,nội dung nghèo nàn,0,other
5,Sách không dành cho các bạn nghiện điện thoại :),0,other
2,Không hiểu sau sách bị rách mất một trang,0,other
3,Chán. Đọc ko thấm. Không đầu ko cuối,0,other
4,hài lòng với sản phẩm.hài lòng với sản phẩm,0,other
2,Bị rách 1 trang trong gần bìa.,0,other
5,Học cách học là kỹ năng quan trọng nhất,0,other
4,Một cuốn sách nên đọc !,0,other
4,nội dung sách khá bổ ích và dễ hiểu,0,other
5,"tôi cảm thấy hiểu về bản thân và có cái nhìn dễ chịu hơn về cuộc sống sau khi đọc cuốn sách này. Bây giờ tôi đang trên xe trên đường chở về nhà và viết những dòng này, tôi rất thích quyển sách này và. Xem thêm",0,other
5,Quá xuất sắc. Đáng đọc lắm ạ,0,other
5,Cuốn sách tuyệt vời,0,other
5,Nhìn đã muốn đọc,0,other
5,Mình nhận được sách nhanh và sớm hơn mong đợi. Cảm ơn!,0,other
5,tạo cho tôi một tư duy rất là làm liền,0,other
5,Rất Ok,0,other
5,Cần thiết cho ai cần tối đa hoá hiệu suất làm việc,0,other
5,"Nội dung chính là phân chia mục tiêu năm vào 12 tuần, và tuân thủ",0,other
5,Nếu bạn muốn nhân gấp nhiều lần hiệu xuất công việc hãy chọn bạn ấy,0,other
3,Chả có bị làm sao cả ha ha,0,other
5,"Sách có nội dung cô đọng, rất hữu ích",0,other
5,rất tuyệt,0,other
2,"sách bị lỗi, trang giấy trắng xóa",0,other
1,"Bao bọc không cẩn thận, không hài lòng",0,other
5,Nội dung siêu siêu đỉnh luôn ạ. Khóc hết nước mắt,0,other
5,"Sách mk thích nhất, cảm ơn shop.",0,other
5,Nhà Kim làm sách rất chu đáo,0,other
5,Cho những ai muốn xem kích cỡ nhé. Còn nội dung và review thì các bạn có thể lên goodreads.,0,other
5,Rất tuyệt vời nha,0,other
5,"Chào mừng bạn đến với bảng nhớ tạm của Gboard, bất kỳ văn bản nào bạn sao chép sẽ được lưu tại đây.",0,other
5,Sách tuyệt vời k nói nhiều,0,other
5,câu chuyện lôi cuốn,0,other
5,"Quá ổn, đầy đủ màng co, bookmark, quyển phụ lục. Good",0,other
5,Its touched me,0,other
5,Ôi mình đọc xong mà ray rứt mãi thôi :,0,other
5,ok lắm luôn,0,other
5,Một tác phẩm xuất sắc,0,other
5,Khóc quá trời.,0,other
5,Cực kì thích,0,other
5,à thì ừ,0,other
4,Nội dung truyện ổn chứ không xuất sắc. Cái kết khá trọn vẹn,0,other
2,Cho 2 sao vì vừa bóc hàng đã thấy gáy sách vừa gãy vừa nhăn. Tức.,0,other
4,"Sách hơi lõm một tí, viền sách vêh",0,other
3,thiếu bookmark hơi tiếc,0,other
5,"Đây thực sự là một quyển sách truyền cảm hứng. Phải chăng chúng ta đã lãng phí quá nhiều thời gian trong một cuộc sống đầy đủ mà chúng ta có, trong khi đó Tara đã tận dụng mọi cơ hội để vượt lên số phận. Xem thêm",0,other
5,"Sách dày, in rõ nét. Nội dung nghe review rất đáng đọc",0,other
5,Mua sách tiki vẫn là thích nhất trên các sàn điện tử,0,other
5,"Nghe review cuốn sách này đã lâu, thực sự rất háo hức để đọc nó",0,other
5,Cuốn sách không chỉ cho bạn nhìn nhận khía cạnh của việc tự học mà còn là một sách về gia đình. Có nhiều cảm xúc và sự hi vọng.,0,other
5,Thích ghê,0,other
5,ý nghĩa lắm,0,other
5,"Đọc quyển này ở Epub, mua để lấy động lực học tiếp",0,other
5,Chuyện lôi cuốn!,0,other
5,Thích bìa sách lắm ạa,0,other
5,gh nbanh,0,other
1,"sách bẩn, đổi sách ntn vậy ad ?? mua tiki thì nên kiểm tra sách liền vì chỉ có 7 ngày đổi trả :)",0,other
5,Mình đã đọc cuốn sách này bản pdf. Hôm nay có duyên nên muốn sở hữu cuốn sách thật để đọc và chia sẻ đến người quen dễ dàng hơn! Cảm ơn tiki! Cảm ơn Bizbooks!,0,other
5,The gunman then took a hostage and demanded a plane and safe passage to an unspecified destination. It's the good weather that makes Spain such a popular tourist destination. What guided your choice of destinat Thu gọn,0,other
5,Khá ok hơi xước nhẹ 1 tí,0,other
5,Sách này giúp bạn hiểu rõ hơn tâm lý của đàn ông và phụ nữ. Đặc biệt sự khác nhau trong lời nói và suy nghĩ của họ.,0,other
5,Cuốn sách nên đọc khi mọi người bắt đầu muốn xây dựng mối quan hệ lâu dài với nửa kia của mình,0,other
5,Sách rất tuyết vời,0,other
5,Sách review nhiều mua đọc thêm,0,other
5,Cuốn sách giúp cho bất kỳ ai mở rộng hoàn toàn những góc nhìn bị khuyết của chính mình sau khi đọc.,0,other
5,"Sau 2h đặt đã nhận được hàng, riết rồi cứ toàn mua sách trên Tiki",0,other
5,Ai muốn giải đáp những thắc mắc về lối suy nghĩ khác nhau giữa đàn ông và phụ nữ thì nên đọc quyển này!,0,other
5,Đổi góc nhìn hiểu nửa thế giới. :),0,other
5,"1 cuốn sách rất bổ ích. Giải quyết những vấn đề khó hiểu giữa đàn ông và đàn bà. Sách thơm, sạch. Nên mua ạ.",0,other
5,"Nhận đủ sách, tất cả đều được bookcare đầy đủ, khi kiểm từng cuốn sách về bìa lẫn những trang giấy đều ổn không có vấn đề gì cả!",0,other
5,Một cuốn sách rất nên đọc,0,other
5,Nên mua nhé,0,other
5,Ai có gia đình nên tìm đọc,0,other
5,"sach dep, tiki goi rat can than nen qua trinh van chuyen sach khong co van de gi ve ngoai hinh",0,other
5,"Mình khá hài lòng khi nhận được sách, sách được gói cẩn thận, nội dung khá hấp dẫn",0,other
5,Lần tới vẫn sẽ mua sách trên tiki,0,other
5,"Hihi mình nhận được sách rồi, cảm thấy rất hạnh phúc, cám ơn Tiki!",0,other
5,sách nên đọc,0,other
5,hiểu thêm về đàn ông và đàn bà,0,other
5,"Cuốn này rất nên đọc, biết người biết mình mọi chuyện dễ thở hơn rất nhiều.",0,other
5,Một tác phẩm phân tích tâm lý khác biệt giữa đàn ông và đàn bà một cách chính xác.,0,other
5,Sách hơi bị bong mép bìa dưới,0,other
5,"Sách cầm chắc tay, giấy dày cỡ chữ to dễ nhìn.",0,other
5,"Hiểu hơn về cách suy nghĩ, hành động và sự khác biệt của 2 nửa thế giới, đáng đọc",0,other
5,Khá hài lòng với sản phẩm!,0,other
5,đáng mua,0,other
5,Một cuốn sách đáng để đọc và áp dụng!,0,other
5,Sách rất đáng mua,0,other
5,Ước gì biết cuốn này sớm hơn,0,other
5,Có review ở kênh mình nha,0,other
5,Sách ok gói cẩn thận,0,other
5,Ý nghĩa đặc biệt dành cho các cặp đôi - vợ chồng …,0,other
5,Giấy ok,0,other
5,"Bọc sách cẩn thận, trải nghiệm tuyệt vời!",0,other
5,Cảm ơn Tiki nhiều ạ? nhiều ưu đãi nên thích quá trời??,0,other
5,"Đọc đi mọi người, sách cần thiết cho cả đàn ông và đàn bà!",0,other
5,Sản phẩm ok lắm ạ!,0,other
5,Vẫn đang thẩm thêm,0,other
5,Bồ mình đang đọc,0,other
5,Cuốn sách ý nghĩa để Đàn ông & Đàn bà suy nghĩ rồi cải thiện cuộc sống gia đình,0,other
5,"Ứng dụng luôn và ngay với bạn mình, rõ ràng và hiệu quả, nên đọc nhé các boys :))",0,other
5,Cho bạn cái nhìn về sự khác biệt giữa 2 phái và cách ứng xử,0,other
5,Ok shop,0,other
5,"Quyển sách rất có ích trong đời sống vợ chồng, giúp giảm bớt căng thăng",0,other
5,Rất đáng mua,0,other
5,sách rất bổ ích cho các cặp vợ chồng hoặc các mối quan hệ đang yêu hoặc giữa các bạn bè,0,other
5,"Đã đọc bản điện tử lâu rồi, mua để thêm vào tủ sách.",0,other
5,Tâm lý,0,other
5,Phụ nữ và đàn ông khi yêu và lập gia đình nhất định phải đọc,0,other
5,"sách đẹp lắm, bìa nổi",0,other
5,Một cuốn sách tuyệt vời,0,other
5,Cuốn sách giúp cho hiểu hơn về giới tính kia,0,other
5,good .amazing,0,other
5,sp ok,0,other
5,Mọi thứ vô cùng tuyệt vời ! Cảm ơn tiki,0,other
5,Quyển sách hữu ích cho mọi lứa tuổi. Nhất là cho ai muốn thấu hiểu lòng người và đối nhân xử thế.,0,other
5,phụ nữ muốn hạnh phúc và sống nhẹ nhàng nên đọc,0,other
5,Nội dung rất bổ ích,0,other
5,Người được tặng cần nó,0,other
5,ok ạ,0,other
5,Supper fast delivery,0,other
5,Sach dong goi đep,0,other
5,Sẽ đọc và nhận xét nho,0,other
5,ok nhá,0,other
5,Product okay,0,other
5,Hiểu hơn về tính cách của hai giới tính,0,other
5,Okeela ạ,0,other
5,Ok nhé,0,other
5,khá hài lòng,0,other
5,Ý nghĩa,0,other
5,Quyển sách viết về tâm lí cặp đôi Muốn hiểu ny mình thì đọc nhé,0,other
5,chữ rõ,0,other
5,chuẩn cực kì,0,other
5,"Rất tuyệt cám ơn nhà sách,tôi đã hiểu nhiều hơn cuộc sống!",0,other
5,Sách này nên đọc để có cách cư xử chuẩn mực,0,other
5,Đáng mua ạ,0,other
5,có thể ứng dụng thực tế khi đọc sách,0,other
5,rất bổ ích trong gia đình,0,other
5,"10₫ :""))",0,other
5,Sách đáng đọc.,0,other
5,"Sách rất bổ ích, nên mua",0,other
5,Nội dung khá thú vị,0,other
5,đọc rất cuốn ạ,0,other
5,sản phẩm khá ok,0,other
5,là con gái thì nhất định phải đọc. cực hya,0,other
