sentiment,reviews,type_product,aspect
5,"sách đẹp lắm ạ,giao nhanh và đọc cuốn thật sự ạ",0,"ship, quality"
5,"Giao sách nhanh, chất lượng sách tốt.",0,"ship, quality"
2,"Sr mọi người mình ko đem đến cảm nhận về cuốn sách. Mình thông cảm tình hình dịch khó khăn, ĐL cũng cách xa SG nên việc vận chuyển sẽ càng lâu và bị dồn dập. Và đơn hàng của mình mất 2 tháng để nhận được. Mình cũng ko hy vọng là phần hộp sẽ ngay ngắn nguyên vẹn nhưng ít nhất, bên trong cuốn sách sẽ được bọc nilong cho chặng đường xa. Kết quả là khi mình lấy hàng ra thì mọi cuốn sách đều bị dập rất nặng, gãy mép, thậm chí bụi từ thùng giấy phủ hết sách và ko 1 cuốn nào được bọc dù chỉ 1 lớp mỏng cho an toàn. Vì vậy nhìn cuốn nào cũng bị hơi cũ. Mình khá buồn và mong những lần mua hàng tới Tiki thật sự khắc phục được khuyết điểm này Thu gọn",0,"ship, quality"
4,"Tiki giao siêu nhanh lun, mặc dù hơi móp góc nhưng ko sao",0,"ship, quality"
5,"Chất lượng toota,giao nhanh",0,"ship, quality"
5,Phim hay quá nên quyết định mua sách để đọc,0,quality
5,"In ấn rõ nét , bìa sách rất đẹp",0,quality
5,"Sách đọc rất hay, lôi cuốn",0,quality
5,Sách mới đẹp giao hàng nhanh,0,"ship, quality"
5,Mình chưa đọc nhưng mà mình nghĩ sẽ hay vì đây là cuốn sách Pít Chin yêu thích mac,0,quality
4,Sách đẹp và mới lắm nhưng mà nếu Nhã Nam bọc nilong bên ngoài sẽ ổn hơn vì trong quá trình vận chuyển sách dễ bị va đập lắm,0,"ship, quality"
5,chưa đọc nữa mà hình thức bên ngoài đẹp bóc seal thích lắm hehe,0,quality
5,sách đẹp mình rất thích luôn,0,quality
5,"Sách hay, ý nghĩa nữa chớ",0,quality
5,"giao hàng siêu nhanh, sách k bị hư hay bị gãy, hài lòng",0,"ship, quality"
5,Sản phẩm tốt.,0,quality
5,"Sách hay lắm nhó, mốc thời gian luân chuyển là mình rất thích rồi ý, cốt truyện logic rất hay 3",0,"quality, price"
5,"Hàng giao nhanh, ổn, bìa đẹp, in tốt",0,"ship, quality"
5,"tiki giao nhanh. sách được gói gọn gàng, cẩn thận, mép không bị cong hay gãy",0,"ship, quality"
5,Sách giao quá nhanh,0,ship
5,Sản phẩm sách nhận đc siêu tốt không bị gì cả,0,quality
5,"sách rất hay, giao hàng rất nhanh chóng, sách cho nhiều trải nghiệm về cảm xúc khi đọc",0,"ship, quality"
4,oki nhưg sách ko có bọc,0,quality
5,sách đóng gói cẩn thận. giao hàng nhanh,0,ship
5,"Đọc xong cảm giác có người lắng nghe mình, các nhân vật liên kết với nhau rất kì diệu",0,price
5,Giao hàng nhanh Giá tốt,0,"ship, quality, price"
4,"sách đẹp, đóng gói cũng ổn nhưng mà chỗ gáy sách hơi bị bong tí",0,"ship, quality"
5,"Sách đẹp, giao hàng nhanh.",0,"ship, quality"
5,"Sách mới, nội dung rất hay nhiều điều rất ý nghĩa từ tác phẩm này, quyển này nên đọc trong bộ những quyển của tác giả.",0,quality
5,"Tiki giao hàng nhanh gọn, sách hay",0,"ship, quality"
5,Giá rất tốt.,0,"quality, price"
5,Cuốn sách này cũng giống như một bữa ăn vậy. ngon miệng,0,quality
5,Chats lượng rất tốt ạ!,0,quality
5,"Giao hàng nhanh, sách đẹp xỉu",0,"ship, quality"
5,"sách hay, mình mua thêm để tặng chứ có rồi. giao hàng nhanh.",0,"ship, quality"
5,sách đẹp lắm lun,0,quality
5,Cuốn hay nhất mình từng đọc của Keigo,0,quality
5,"Thể loại truyện kì ảo. Phục tác giả ở cách xây dựng cốt truyện, biến hoá các mốc thời gian khác nhau nhưng vẫn rất logic. Nội dung giàu tính nhân văn ?",0,"quality, price"
5,Sách về tay vẫn đẹp,0,quality
5,Shiper 10đ,0,ship
5,Tốt không có gì để nói,0,quality
5,"Truyện hay, lôi cuốn và ý nghĩa lắm ạ.",0,quality
5,"Nội dung hay, lôi cuốn và bình dị, dễ đi vào lòng người.",0,quality
5,"Sách đẹp, nội dung hay",0,quality
5,"Giao ha ng nhanh, sa n phâ m đe p, co n mơ i. Mi nh râ t ưng y va ha i lo ng nên cho 5 sao nha!",0,ship
5,Giao hàng nhanh sách hay mn nên mua,0,"ship, quality"
5,"sách mới, giao nhanh",0,"ship, quality"
5,"giao hàng nhanh sách đẹp, thấy quyển này lâu rồi mà giờ mới mua",0,"ship, quality"
5,chất lượng tốt ạ,0,quality
5,"giao hàng nhanh, đóng gói đẹp",0,"ship, quality"
5,Sách mới lắm lun tiki giao hàng nhanh,0,"ship, quality"
5,Giao nhanh đóng gói rất cẩn thận mình rất thích,0,ship
5,Sách in đẹp mình chưa đọc hết nhưng hay lắm,0,quality
5,"Truyện rất hay ! Hàng giao nhanh , sách không bị nhầu hay rách",0,"ship, quality"
5,"Truyện rất hay và cảm động, nó theo kiểu buồn nhưng rất ý nghĩa và chạm đến cảm xúc của người đọc.",0,quality
5,"không có gì để bàn sách đẹp, thơm thái độ phục vụ nhân viên tốt",0,"quality, cskh"
5,Sách mới đẹp và giao hàng nhanh,0,"ship, quality"
5,Giao hàng nhanh. Sách đẹp. Sách được đựng trong hộp cacton nhưng không bị xây xước gì.,0,"ship, quality"
5,"Truyện rất dễ thương, nhẹ nhàng. Cái kết không thể ngờ được đến lúc đọc xong chỉ có thể thốt lên hai chữ Xuất sắc. Logic một cách ko thể ngờ được",0,quality
5,"Sách đẹp, được tiki bao cẩn thận.",0,quality
5,Quá xịn nhưng mà mình lười viết đánh giá quáa,0,"quality, price"
5,Giao hàng rất là nhanh nhaa,0,ship
5,Sách còn mới và được bao bọc kĩ càng. Giao hàng rất nhanh.,0,"ship, quality"
5,Mình chưa đọc nhưng sách nguyên vẹn mới cứng,0,quality
4,để từ từ mình đọc rồi quay lại sau,0,quality
5,Sách đẹp đóng gói cẩn thận,0,"ship, quality"
5,"Sách hay bìa đẹp mùi thơm. Giao hàng cực kì nhanh, shipper vô cùng thân thiện nhiệt tình, hàng đóng gói cẩn thận, tuy nhiên hơi nhiều nhựa.",0,"ship, quality, cskh"
5,Chất lượng sản phẩm tốt,0,quality
5,Giao hàng nhanh. sách đẹp.,0,"ship, quality"
5,"Truyện rất hay, liền mạch logic đến kì lạ Tiki giao hàng rất nhanh",0,"ship, quality"
5,Tác phẩm của bác nhẹ nhàng sâu lắng. Mỗi nhân vật đều liên kết vs nhau. Rất hay,0,quality
4,"truyện hơi mông lung đối với mình ở phần kết, nhưng cũng rất ok nhaa",0,quality
5,Đóng gói cẩn thận. Dịch nên giao hơi lâu. nội dung sách hấp dẫn nên đọc nhé,0,"ship, quality"
5,sách siu hay siu xịn,0,quality
5,"đóng gói cẩn thận, giao hàng nhanh, sách còn mới",0,"ship, quality"
5,"sách đẹp, hài lòng",0,quality
5,"Nội dung hay. Sau khi đọc, highly recommend xem phim luôn nhé",0,quality
5,Bìa sách đẹp quá,0,quality
5,Giao siêu nhanh đóng gói kĩ 3,0,ship
5,"Hay, nên thử đọc",0,quality
5,"Tiki bọc sách cẩn thận, giao hàng nhanh",0,ship
4,Ngoài việc bọc sách hơi sơ sài thì còn lại đều ok nhéee,0,quality
5,siu hhayy,0,quality
5,"Nội dung rất hay, cuốn hút",0,quality
5,"sách giao nhanh, mới",0,"ship, quality"
5,"Chất lượng tốt, sách hay lắm lun, ngoài sức tưởng tượng! Luôn ủng hộ tiki",0,quality
5,"Tiki giao hàng rất nhanh và chất lượng sách rất tốt, không bị quăn góc hay rách giấy. Sách cũng rất hay! Vô cùng nể tài năng dẫn dắt và kết nối của tác giả 3",0,"ship, quality"
5,"Chưa đọc, nhưng mua sẵn mua bookcare Keigo thì chắc không còn gì bàn cãi",0,quality
5,Cuốn sách xuất sắc. Nhẹ nhàng sâu lắng. Nên cho bản thân mình một cơ hội để trải nghiệm sách tinh hoa là như thế nào,0,quality
5,siu hay 3,0,quality
5,"tiki giao hàng rất nhanh. Một cuốn sách rất là dễ thương, đây sẽ là cuốn sách mình chọn mua lại để tặng bạn bè.",0,"ship, quality"
5,Xịn xin,0,quality
5,Mình mua cho con trai đọc rảnh rỗi. mới đặt hàng tối hqua 22g. sáng nay đã giao. nhanh,0,"ship, quality"
5,"Phải nói dây là 1 cuốn sách với nội dụng rất là hay , giao hàng cũng nhanh nữa tối đặt là sáng mai đã có liền r ?",0,"ship, quality"
5,"Truyện hay, giao hàng nhanh, shipper thân thiện, nhiệt tình. 5 sao nha",0,"ship, quality, cskh"
5,"Chất lượng sách tốt,bọc bookcare cẩn thận,giao hàng đùng thời hạn.",0,"ship, quality, price"
5,"Sách hay và ý nghĩa. Có một chương làm mình rất cảm động, giúp mình nhận ra nhiều giá trị của cuộc sống.",0,"quality, price"
5,"sản phẩm chất lượng tốt, đẹp",0,quality
5,"sách đẹp, ko có gì để chê luôn",0,quality
5,"Sách giao nhanh, ko được bọc nhưng sách ko bị nhăn. Hài lòng",0,"ship, quality"
5,May nhờ Tiki giao siêu tốc mới kịp sách tặng cho crush,0,"ship, quality"
4,đóng gói cẩn thận. giao hàng hơi lâu,0,ship
5,Hàng tốt ko bị móp,0,quality
5,"in rõ nét , bìa ngoài chất liệu tốt",0,quality
5,"sách đẹp, nội dung rất hay",0,quality
5,"màu sách dễ chịu, sách được bọc gói cẩn thận, shipper nhiệt tình",0,"ship, cskh"
5,"Sách đẹp, nội dung rất hay",0,quality
5,Rất mong cuốn này lại còn đc sale siêu ưng,0,"quality, price"
2,Tác phẩm hay thì mọi người cũng biết rồi. Nhưng thực sự thất vọng về chất lượng sản phẩm. Mặt sau của sách bị xẹp hẳn xuống chứ ko phồng lên như mặt trước Có hẳn một vết xước rách cả lớp nilong trên bìa nhìn khó chịu cực. Cạnh sách thì hơi nhăn nheo. MUA HÀNG RẺ NHƯNG KHÔNG CÓ NGHĨA LÀ CHẤT LƯỢNG CŨNG BỊ GIẢM XUỐNG. Thu gọn,0,"quality, price"
5,"sách đẹp, chất lượng giấy ổn, nội dung lôi cuốn hấp dẫn, đã đọc là không muốn rời mắt.",0,quality
5,Sách mới còn nguyên trong bao.,0,quality
5,"Sách đẹp, giao hàng nhanh sớm hơn dự kiến 1 ngày",0,"ship, quality"
5,"giao hàng nhanh, sách mới, sách này hay lắm nên mọi người mua đọc đi.",0,"ship, quality"
4,"giao hàng nhanh, chưa đọc nên chưa biết nội dung thế nào, sẽ review sau",0,"ship, quality"
5,5 sao cho Tiki vì giao hàng nhanh. Tối qua mình đặt mà trưa nay đã có hàng rồi Sách siêu đẹp. Vì chưa đọc nên mình chưa nhận xét về nội dung.,0,"ship, quality"
5,"Không có bookcare, nên hơi tróc nhẹ. Nhưng giao nhanh, ủng hộ 5 sao!",0,"ship, quality"
5,Cuốn này siêu hay. Giao hành nhanh,0,"ship, quality"
5,Sách rất đẹp,0,quality
5,"Giao hàng nhanh, sản phẩm còn mới",0,"ship, quality"
4,"Hàng đóng gói oke, sách cầm nặng tay. Hơi tiếc vì không được kèm bookmark",0,ship
4,Sản phẩm ko có bọc nilong ở ngoài nhưng may mà sách ko nhăn ko dơ gì cả.,0,quality
5,"Giao hàng nhanh, tận tình, giá tốt ạ",0,"ship, quality, price"
5,sp tốt đóng gói cẩn thận,0,"ship, quality"
5,"giao hàng nhanh, chất lượng miễn bàn",0,"ship, quality"
5,"Cuốn này cực kỳ hay luôn, lôi cuốn, dễ hiểu. Chất lượng sách tốt",0,quality
5,"Sách đẹp, đóng gói kĩ và vận chuyển nhanh.",0,"ship, quality"
5,"sách hay, đẹp, tiki giao nhanh",0,"ship, quality"
5,"sách chất lượng, giao hàng nhanh. 10 đỉmㅋ",0,"ship, quality"
5,"Cốt truyện khá hay và nhẹ nhàng. Motif mới lạ, logic. Bạn nào muốn thư giãn có thể thử xem.",0,quality
5,"Sách đẹp, đã đc nghe trước là sách hay. Giờ sẽ đọc xem sao, tiki giao nhanh",0,"ship, quality"
5,Lại một tác phẩm hay của Keigo.,0,quality
2,"đóng gói ko cẩn thận, tại sao lúc đóng gói ko bọc sách lại hay chèn giấy vào cho sách ko bị ảnh hưởng trong qtrinh vận chuyển, chỉ bỏ đúng 2 quyển vào hộp, hộp thì méo mó, sách thì bị trầy, móp, lần này mua sách thật thất vọng, đc cái shipper nhiệt tình Thu gọn",0,"ship, quality, cskh"
5,đẹp nè,0,quality
5,Sách hay lắm đọc cuốn lắm lun,0,quality
5,Giao hàng siêu nhanh. Sách đẹp,0,"ship, quality"
4,"Giao hàng nhanh chóng. Sách đẹp, sạch, tuy nhiên hơi nhăn ở góc sách.",0,"ship, quality"
5,Hay wa,0,quality
4,"Sách có nội dung rất hay, tiki giao hàng nhanh nhưng bìa sách hơi bẩn",0,"ship, quality"
5,"sách quá đẹp, mặc dù bị lột bọc nhưng mà hơm sao",0,quality
5,Hơi bị tróc ở cạnh sách nhưng thoii ko qan tâm tiểu tiết giao nhanh nội dung hay,0,"ship, quality"
5,"hay quá, ny mình nói vậy á tại mình tặng bạn ấy nên cũng ko biết hay ko",0,quality
5,"Sách đọc khá hay vì xem giới thiệu thấy thú vị nên mình đã mua ẻm và đã ko thất vọng , ngoài ra còn dc bọc ở ngoài rất chỉn chu nữa",0,quality
5,Rất hay nên đọc,0,quality
5,"sách hay, giao hàng đúng giờ",0,"ship, quality"
5,"đóng gói chất lượng, y như ảnh trên shop 100",0,"ship, quality, cskh"
5,"Giao nhanh và tình trạng sách đẹp, đọc xong sẽ review sau. Design bìa đẹp đúng gu của mình",0,"ship, quality"
5,"Văn phong nhẹ nhàng đậm chất Nhật, nội dung rất hay và cảm động.",0,quality
5,Cuốn sách kỳ diệu như tên của nó vậy.,0,quality
5,sách rất đẹp và mới. mình rất hài lòng ạ.,0,quality
5,"sách rất hay, giao nhanh, hơi rách ở phía gáy sách,tóm lại cho 5 sao",0,"ship, quality, price"
5,"tôi chỉ muốn nói là nó rất hay, một setup hoàn hảo",0,quality
5,"Truyện hay, m mua sưu tầm",0,quality
5,"sách giao nhanh, k có seal nhưg cug may k bị gì",0,"ship, quality"
5,"Hấp dẫn lôi cuốn, cảm động và dễ thương D",0,quality
5,Mình đã mua hàng ở tiki nhiều lần rồi Và lần nào tiki cũng khiến mình hài lòng về chất lượng sản phẩm Thanks tiki nhìu,0,quality
4,Ok hay,0,quality
5,"chưa đọc, sách còn bao nilong bên ngoài, gói hàng tốt",0,"ship, quality"
5,sách rất hay . Giao hàng nhanh chóng và hàng ko bị móp méo.,0,"ship, quality"
5,Sách này hay lắm đọc xong quyển này đam mê sách của bác Keigo luôn,0,quality
5,"đóng gói kỹ càng, bìa sách đẹp, nội dung hay.",0,"ship, quality"
4,hơi bị hư 1 xíu do vận chuyển. nhưng k sao ạ,0,"ship, quality"
5,"Sách đẹp , siêu xịnn",0,quality
5,rất đã sản phẩm xuâ t să c sách hay nhưng hơi bụi tiki cần chỉnh sư a,0,quality
4,"Khá hay, logic, nhưng không hợp gu mk lắm, sách đẹp,",0,quality
5,Nội dung dễ thương.,0,quality
5,Giao hàng nhanh chóng,0,ship
5,"Bìa đẹp, giao nhanh, đặc biệt tiki làm việc nhanh chóng chu đáo",0,"ship, quality"
4,Sách giao nhanh bìa hơi xước nhưng ksao ạ,0,"ship, quality"
5,giao hàng nhanh và chất lượng rất tốt ?,0,"ship, quality"
5,tác phẩm rất hay. Mọi người nên nua về đọc nhé,0,quality
5,"Sách đẹp, giao hàng nhanh",0,"ship, quality"
5,giao hàng nhanh gói hàng ổn,0,ship
5,"giao nhanh, đóng gói kĩ càng",0,ship
5,recommend m.n nên đọc. sách đẹp giao hàng nhanh,0,"ship, quality"
5,1 cuốn tiểu thuyết rất hay và ý nghĩa. Đọc cuốn lắm,0,quality
5,"Sách hay đẹp đáng để mua nha mọi người .Tiki giao nhanh lắm ,mình vừa đặt 3ng có hàng rôig nha",0,"ship, quality"
5,"Sản phẩm đóng gói tốt, giao hàng nhanh mà còn có mã miễn phí ship",0,"ship, quality, price"
5,"sách lúc đầu đọc cũng bình thg nhưng về sau các câu chuyện liên kết với nhau khá logic, cũng truyền tải đc nhiều ý nghĩa và nhiều số phận",0,quality
5,Cuốn sách thực sự hay và ý nghĩa. Đáng để đọc thực sự,0,quality
5,"Kỳ diệu như chính tên gọi của nó, càng đọc càng lôi cuốn.",0,quality
5,1 cuốn sách rất hay và ý nghĩa,0,quality
5,"sản phẩm tốt,đóng gói cẩn thận",0,"ship, quality"
5,"giao hàng rất nhanh,khi unbox thì thấy sách không bao bọc gì,khá sơ sài nhưng so với tầm giá như vậy là ổn.Về nội dung thì tuy chỉ mới đọc 1 3 cuốn sách nhưng mình lại cảm thấy giá trị to lớn mà nó mang lại,vô cùng cảm xúc dù chỉ là những chương đầu tiên. p s đúng là không hề làm mình thất vọng,haha. Thu gọn",0,"ship, quality, price"
5,"Đọc rất thư giãn, thoải mái, bình yên",0,quality
4,Cũng hay,0,quality
5,Sách rất mới đọc khá thú vị. Chất lượng tốt và giao hàng nhanh.,0,"ship, quality"
5,"Truyêj rất hay, đáng đểvdojc",0,quality
4,chưa đọc sách nhận còn đẹp,0,quality
5,"sách đẹp, mới, rấtt hài lòngg",0,quality
5,"Truyện hay, hấp dẫn và ý nghĩa nên mua",0,quality
4,mình chưa đọc nhưng sách xinh lắm.,0,quality
5,"Đóng gói đẹp, giao hàng nhanh, chất lượng tốt.",0,"ship, quality"
5,"Sách hay, đáng xem lắm nha mn",0,quality
5,"Tiki giao hàng nhanh. Sách nguyên vẹn và trang sách có màu hơi vàng, mình rất thích.",0,ship
5,hay lắm ạ,0,quality
5,"Sách đẹp, không tì vết hihi. Nội dung cũng nhẹ nhàng, đủ cuốn hút, đọc để thư giãn trước khi đi ngủ tuyệt vời hì.",0,quality
5,"giao hàng nhanh, sách mới",0,"ship, quality"
5,Sách rất hay ạ,0,quality
5,"Mới đọc được vài trang thôi, nhưng mà thấy u mê rồi",0,quality
5,"đọc rất cuốn hút. Rất đáng để đọc, hay và nhân văn",0,quality
5,"Giao hàng nhanh, sách đẹp, chưa biết nội dung sẽ như nào nhưng khá hài lòng về chất lượng sách",0,"ship, quality"
5,sách siêu đẹp luôn ấy,0,quality
5,"Sách đúng, giá tốt",0,"quality, price"
5,Nội dung truyện hay. Truyện có phần hài nhẹ và mang nhiều ý nghĩa nhân văn,0,quality
5,"bọc sách rất cẩn thận, sách mới",0,quality
5,bìa đẹp sản phẩm chất lượng luôn ủng hộ shop,0,"quality, cskh"
5,"Sách đẹp, nội dung rất hay và lôi cuốn",0,quality
5,"Sách mới, đẹp. Hài lòng nha!",0,quality
4,"Nội dung cũng ổn, khá mới lạ và thu hút",0,quality
4,"Sách mình mua tặng nên không rõ nội dung hay không, nhưng thấy nhiều reviews khen và mình cũng là fan của bác Keigo.",0,quality
5,sách hay cực lun á,0,quality
5,Quá hay,0,quality
5,"Giao hàng tốt, mình chưa đpcj sách nhưng giao sách đẹp đẽ là mình ưng 3",0,"ship, quality"
5,"Đã nhận hàng và đọc một ít, cuốn dã man",0,ship
5,"Giao hàng nhanh, truyện rất hay mọi ng nên mua nhé",0,"ship, quality"
5,giao hàng nhanh,0,ship
4,Sách mới đẹp. Nội dung chưa đọc hihi.,0,quality
5,Nội dung thì mình chưa đọc nên chưa đánh giá được. Nhưng mình luôn hài lòng với chất lượng sách củ tiki,0,"quality, price"
5,hàng đẹp ship nhanh,0,"ship, quality"
5,"Nội dung sách hay, ý nghĩa",0,quality
5,"Giao đủ, sách mới",0,"ship, quality"
5,truyện đọc hay,0,quality
5,"rất hay,đáng đồng tiền,nên mua để đọc",0,"quality, price"
5,hjj giao nhanh quá ạ,0,ship
5,Bìa Xinh! Mình đọc sơ thấy cũng khá cuốn í ạ. Nên mua nha mng,0,quality
5,sách giao nhanh,0,ship
5,Cốt truyện hay nhẹ nhàng đôi khí khá là xúc động,0,quality
5,Sách chất lượng tốt lắm ạ,0,quality
3,không có bookcare nên cảm giác Sách k được mới lắm ạ,0,"quality, price"
5,Sách hay cực luôn mn ơi,0,quality
5,Sách ok giao nhanh ạ,0,ship
5,sách hay nha mọi người,0,quality
5,Bìa đẹp. Xịn mịn,0,quality
5,"Sách mới, không bị lỗi và giao hàng nhanh",0,"ship, quality, price"
5,Sách cực hay luôn ạ,0,quality
5,bị nhăn góc. vote 5 sao cho truyện quá hay,0,quality
5,sp tốt,0,quality
5,Sách hay. Bìa đẹp. Giá tốt,0,"quality, price"
5,10 điểm chất lượng,0,quality
5,sách chất lượng,0,quality
4,"Sách đóng gói hơi chán, k có bọc chống sốc nma may là sách về k bị bong chóc hay trầy xước",0,"ship, quality"
5,đã từng xem phim rồi. nhưng vẫn muốn mua. phim cực kì hay luôn,0,quality
5,"Sách hay, cuốn hút. Đáng đọc.",0,quality
4,"gói ko có bọc, nhưng giao nhanh",0,"ship, quality"
5,"Sách rất hay, giao hàng nhanh",0,"ship, quality"
4,"Giao hàng nhanh, nhưng sách hơi móp méo 1 xíu",0,"ship, quality"
5,"sách đẹp, giao nhanh",0,"ship, quality"
5,"Cuốn sách này làm tôi rất hài lòng! Sách chất lượng, sạch sẽ và được giao nhanh!",0,"ship, quality"
5,"Sách được gửi đến sớm hơn so với dự kiến 2 ngày, không bị bẩn bụi hay sờn mép gì. Mình sẵn sàng cho ngay 5 sao",0,quality
5,"Sách hay,",0,quality
5,"Giao hàng nhanh, chất lượng sách tốt",0,"ship, quality"
5,bìa sách đẹp,0,quality
5,"perfect, sách hay cực",0,quality
5,giao nhanh. sách đẹp. 5,0,"ship, quality"
5,"sách đẹp, giao nhanh, phục vụ tốt",0,"ship, quality, cskh"
5,"hay lắm, sách đẹp, giao hàng ổn.",0,"ship, quality"
3,"Không biết sách thật hay giả nữa. Bình thường mua trên tiki thấy có tem, nhưng cuốn này không thấy ??",0,quality
5,hay và thú vị,0,quality
5,"Một cuốn sách hay, nhẹ nhàng tình cảm, đọc xong nội dung còn đọng lai rất lâu",0,quality
5,Hay lắm lun,0,quality
5,sách rất hay và lôi cuốn đến từng chữ,0,quality
5,Giao hàng nhanh. sách đẹp,0,"ship, quality"
5,5 sao cho anh shipper thân thiện và sản phẩm . còn nội dung thì mình chưa đọc,0,"ship, quality"
5,Sách hay quá đi,0,quality
5,Sản phẩm được đóng gói kỹ. Tiki giao hàng nhanh,0,ship
5,Sách rất hay. Tiki giao rất nhanh,0,"ship, quality"
5,sách đẹp lắm nha,0,quality
5,quyển sách quá hay,0,quality
5,hay lắm,0,quality
5,"Sách rất hay, tiki giao rất tốt",0,"ship, quality"
5,"Sách gói kỹ càng, cẩn thận, giao nhanh",0,ship
5,quá hay,0,quality
5,"sách đẹp, cảm ơn nhà bán",0,quality
5,chất lượng tốt,0,quality
5,Khá là xịn xò nha,0,quality
3,Giao lâu do dịch,0,ship
5,"hay, phù hợp cho trẻ, tuổi teen",0,"quality, price"
5,"sách khá hay, tiki giao hàng tốt, chất lượng đảm bảo nên mình rất an tâm",0,"ship, quality"
5,Sách mới kk,0,quality
5,"Truyện hay, lôi cuốn, cảm xúc.",0,quality
5,"Sách hay, đọc cuốn hút. nhiều câu chuyện",0,quality
5,Sách hay ơi là hay và dịch vụ của Tiki thì vô cùng tốt. Mình rất hài lòng !,0,"quality, cskh"
5,hay và ý nghĩa,0,quality
5,Không thể ngờ lại có một tác phẩm nhân văn và cảm động đến như vậy!,0,quality
5,"shop gói hàng đẹp, giao hàng nhanh. sách hay",0,"ship, quality, cskh"
4,"Sp ko seal nhưng vẫn còn khá mới, bìa có chút trầy xước nhưng vẫn chấp nhận được",0,quality
5,"nội dung thực sự hay và ý nghĩa, mọi người nên đọc thử ạ",0,quality
5,Truyện hay,0,quality
5,sản phẩm như mong đợi,0,quality
5,Sách rất hay nhé,0,quality
5,nhận hàng siêu cưng luôn,0,ship
5,"giao hàng nhanh, bìa sách có vài chỗ hư nhưng nhỏ ko đáng kể",0,"ship, quality"
5,"giao hàng ok , sách ok .Rất tốt vì đặt hàng onl mà được z là mừng rồi ạ",0,"ship, quality"
5,"Đọc hay, có hs nghĩa",0,quality
5,hay quá trời bảo sao mấy anh chị booktuber mê mẩn,0,quality
5,Bìa quá đẹp,0,quality
5,"Sách đẹp, bao bọc cẩn thận, giao hàng nhanh. Rất ưng ý.",0,"ship, quality"
5,Đóng gói đẹp,0,"ship, quality"
5,Nội dung hay,0,quality
5,"Giao hàng nhanh, sản phẩm chất lượng, đóng gói kĩ càng",0,"ship, quality"
5,giao hàng nhanh và chất lượng sách tốt,0,"ship, quality"
5,Hay lắm ạ,0,quality
4,"chưa đọc, nhưng bề ngoài đẹp",0,quality
5,"truyện có màn co, giá quá tốt, giao hàng nhanh, đóng gói chắc chắn,",0,"ship, quality, price"
5,"Sách hay, các câu chuyện được liên kết với nhau rất có ý nghĩa.",0,quality
5,"cực kì hài lòng, sách xinh và giao hàng nhanh thật sự",0,ship
5,Như một câu chuyện cổ tích thời hiện đại vậy,0,"quality, price"
5,sau khi đóng quyển sách lại tôi phải ngồi định thần lại 1 lúc để nghĩ về nó.cuốn sách này rất hay và ý nghĩa,0,quality
5,Sách hay ạ,0,quality
5,"Ship nhanh, sách hay lắm",0,"ship, quality"
5,Ấm áp và đầy nhân văn! Keigo chưa bao giờ lam mình thất vọng,0,quality
5,"sản phẩm tốt , nhân viên giao hàng thân thiện",0,"ship, quality, cskh"
5,hay đọc rất thích chưa có chụp được hình ủng hộ tiki,0,quality
5,"giao hàng nhanh, sách đẹp, chưa đọc hết cuốn nhưng phần đầu quyển khá hay",0,"ship, quality"
5,"giao nhanh, đóng gói tốt. Nội dung hay và lôi cuốn.",0,"ship, quality"
5,Sách giao không bị bẩn. Nội dung thì khỏi phải bàn rồi. Rất hay và hấp dẫn.,0,"ship, quality"
5,hài lòng với chất lượng sản phẩm! sách không bị quăn mép hay trầy xước!,0,quality
5,Tiki đóng gói tốt. Rất thích cuốn này luôn a,0,"ship, quality"
5,"Sách hay, đóng hói cẩn thận, giao hàng nhanh",0,"ship, quality"
5,"bìa sách xinh, nội dung hay cực",0,quality
3,Giao hàng hơi chậm,0,ship
5,"Hình ảnh đẹp , rõ nét",0,quality
5,Sách rất hay mình đang học,0,quality
5,"Sách đọc hay và nhẹ nhàng, mang lại năng lượng tích cực.",0,quality
5,Tiki bao sách đúng đẹp,0,quality
5,"Gói hàng cẩn thận, giấy khá dày mịn và mực in rõ, ship cũng nhanh ạ. Mình chưa đọc xong nhưng nội dung rất hay theo kiểu nhẹ nhàng thấm thía luôn ạa",0,"ship, quality"
5,Sách rất hay,0,quality
5,sách siêu rẻ siêu hay chất lượng sách 10 điểm ạ!,0,"quality, price"
5,mình nhận được sách rồi. Khá ưng ý và yên tâm về chất lượng,0,quality
5,truyện hay thật sự luôn ấy,0,quality
5,"sách hay nội dung cuốn hút, hơi khó nhận ra các mốc thời gian",0,"quality, price"
5,rất hay luôn nhed các bạn,0,quality
5,"Sách đẹp, hàng về nhanh",0,quality
5,sách mới giao hàng nhanh ủng hộ 5 sao rất thích đặt sách ở tiki,0,"ship, quality"
5,"Cuốn sách rất hay, chạm đến trái tim",0,quality
5,dễ thương nhưng vẫn giàu tính nhân văn,0,quality
5,nội dung hay,0,quality
5,"sách đẹp, nội dung hay, tiki giao có tâm",0,"ship, quality"
5,"mình đã xem bộ phim này rồi. thực sự rất cảm động, rất hay nên mình đã quyết định mua truyện về đọc",0,quality
5,cuốn này hay lắm luôn ấy mn,0,quality
5,hàng đẹp,0,quality
5,sách rất hay,0,quality
5,"Tiki đóng gói đẹp, sách mới nguyên vẹn, không lỗi, mình hài lòng lắm!",0,"ship, quality, price"
5,Sách rất đẹp tiki giao nhanh ạ 3,0,"ship, quality"
5,hay cực,0,quality
